,audio file,mfcc,vowel label,encoded label
38,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m42uw.wav,,uw,
39,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m07uw.wav,,uw,
40,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m23oo.wav,,oo,
41,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m47ei.wav,,ei,
42,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m02ei.wav,,ei,
43,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m16uh.wav,,uh,
44,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m45ih.wav,,ih,
45,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m07ae.wav,,ae,
46,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m42ae.wav,,ae,
47,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m09oa.wav,,oa,
48,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m26eh.wav,,eh,
49,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m06iy.wav,,iy,
50,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m34oa.wav,,oa,
51,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m27aw.wav,,aw,
52,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m17er.wav,,er,
53,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m36ah.wav,,ah,
54,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m03aw.wav,,aw,
55,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m19ih.wav,,ih,
56,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m10oa.wav,,oa,
57,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m22iy.wav,,iy,
58,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m33er.wav,,er,
59,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m26ei.wav,,ei,
60,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m42oo.wav,,oo,
61,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m23uw.wav,,uw,
62,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m07oo.wav,,oo,
63,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m47eh.wav,,eh,
64,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m02eh.wav,,eh,
65,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m23ae.wav,,ae,
66,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m24ih.wav,,ih,
67,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m32uh.wav,,uh,
68,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m37er.wav,,er,
69,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m16ah.wav,,ah,
70,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m14oa.wav,,oa,
71,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m26iy.wav,,iy,
72,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m42aw.wav,,aw,
73,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m07aw.wav,,aw,
74,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m20ih.wav,,ih,
75,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m36uh.wav,,uh,
76,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m29oa.wav,,oa,
77,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m06eh.wav,,eh,
78,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m27ae.wav,,ae,
79,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m27uw.wav,,uw,
80,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m03oo.wav,,oo,
81,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m22ei.wav,,ei,
82,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m03ae.wav,,ae,
83,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m22eh.wav,,eh,
84,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m48oa.wav,,oa,
85,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m04ih.wav,,ih,
86,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m41ih.wav,,ih,
87,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m06ei.wav,,ei,
88,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m03uw.wav,,uw,
89,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m27oo.wav,,oo,
90,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m13er.wav,,er,
91,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m32ah.wav,,ah,
92,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m23aw.wav,,aw,
93,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m39ih.wav,,ih,
94,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m02iy.wav,,iy,
95,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m47iy.wav,,iy,
96,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m30oa.wav,,oa,
97,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m39ei.wav,,ei,
98,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m18oo.wav,,oo,
99,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m11er.wav,,er,
100,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m30ah.wav,,ah,
101,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m32oa.wav,,oa,
102,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m45iy.wav,,iy,
103,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m21aw.wav,,aw,
104,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m06ih.wav,,ih,
105,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m10uh.wav,,uh,
106,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m20eh.wav,,eh,
107,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m01ae.wav,,ae,
108,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m44ae.wav,,ae,
109,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m44uw.wav,,uw,
110,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m01uw.wav,,uw,
111,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m25oo.wav,,oo,
112,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m48ah.wav,,ah,
113,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m41ei.wav,,ei,
114,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m04ei.wav,,ei,
115,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m25ae.wav,,ae,
116,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m19iy.wav,,iy,
117,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m41eh.wav,,eh,
118,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m04eh.wav,,eh,
119,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m34uh.wav,,uh,
120,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m38aw.wav,,aw,
121,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m22ih.wav,,ih,
122,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m20ei.wav,,ei,
123,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m29ah.wav,,ah,
124,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m08er.wav,,er,
125,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m44oo.wav,,oo,
126,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m25uw.wav,,uw,
127,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m01oo.wav,,oo,
128,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m35er.wav,,er,
129,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m14ah.wav,,ah,
130,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m18uw.wav,,uw,
131,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m09uh.wav,,uh,
132,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m40aw.wav,,aw,
133,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m24iy.wav,,iy,
134,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m18ae.wav,,ae,
135,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m39eh.wav,,eh,
136,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m16oa.wav,,oa,
137,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m37ah.wav,,ah,
138,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m16er.wav,,er,
139,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m42iy.wav,,iy,
140,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m07iy.wav,,iy,
141,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m35oa.wav,,oa,
142,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m26aw.wav,,aw,
143,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m17uh.wav,,uh,
144,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m44ih.wav,,ih,
145,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m01ih.wav,,ih,
146,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m06ae.wav,,ae,
147,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m27eh.wav,,eh,
148,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m08oa.wav,,oa,
149,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m06uw.wav,,uw,
150,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m22oo.wav,,oo,
151,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m03ei.wav,,ei,
152,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m03eh.wav,,eh,
153,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m22ae.wav,,ae,
154,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m25ih.wav,,ih,
155,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m33uh.wav,,uh,
156,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m27ei.wav,,ei,
157,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m22uw.wav,,uw,
158,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m06oo.wav,,oo,
159,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m13ah.wav,,ah,
160,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m32er.wav,,er,
161,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m02aw.wav,,aw,
162,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m47aw.wav,,aw,
163,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m18ih.wav,,ih,
164,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m11oa.wav,,oa,
165,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m23iy.wav,,iy,
166,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m18ei.wav,,ei,
167,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m11ah.wav,,ah,
168,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m30er.wav,,er,
169,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m39oo.wav,,oo,
170,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m21iy.wav,,iy,
171,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m13oa.wav,,oa,
172,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m49uh.wav,,uh,
173,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m45aw.wav,,aw,
174,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m31uh.wav,,uh,
175,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m27ih.wav,,ih,
176,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m20ae.wav,,ae,
177,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m01eh.wav,,eh,
178,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m44eh.wav,,eh,
179,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m48er.wav,,er,
180,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m20uw.wav,,uw,
181,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m04oo.wav,,oo,
182,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m41oo.wav,,oo,
183,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m25ei.wav,,ei,
184,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m25eh.wav,,eh,
185,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m38iy.wav,,iy,
186,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m41ae.wav,,ae,
187,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m04ae.wav,,ae,
188,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m19aw.wav,,aw,
189,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m03ih.wav,,ih,
190,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m50uh.wav,,uh,
191,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m01ei.wav,,ei,
192,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m44ei.wav,,ei,
193,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m04uw.wav,,uw,
194,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m20oo.wav,,oo,
195,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m41uw.wav,,uw,
196,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m29er.wav,,er,
197,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m08ah.wav,,ah,
198,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m39uw.wav,,uw,
199,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m35ah.wav,,ah,
200,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m14er.wav,,er,
201,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m24aw.wav,,aw,
202,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m28uh.wav,,uh,
203,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m37oa.wav,,oa,
204,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m18eh.wav,,eh,
205,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m40iy.wav,,iy,
206,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m39ae.wav,,ae,
207,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m24oo.wav,,oo,
208,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m45uw.wav,,uw,
209,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m49ah.wav,,ah,
210,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m40ei.wav,,ei,
211,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m42ih.wav,,ih,
212,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m07ih.wav,,ih,
213,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m11uh.wav,,uh,
214,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m21eh.wav,,eh,
215,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m45ae.wav,,ae,
216,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m33oa.wav,,oa,
217,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m44iy.wav,,iy,
218,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m01iy.wav,,iy,
219,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m20aw.wav,,aw,
220,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m38ei.wav,,ei,
221,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m19oo.wav,,oo,
222,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m31ah.wav,,ah,
223,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m10er.wav,,er,
224,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m08uh.wav,,uh,
225,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m04aw.wav,,aw,
226,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m41aw.wav,,aw,
227,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m19ae.wav,,ae,
228,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m25iy.wav,,iy,
229,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m17oa.wav,,oa,
230,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m38eh.wav,,eh,
231,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m50ah.wav,,ah,
232,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m34er.wav,,er,
233,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m19uw.wav,,uw,
234,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m21ei.wav,,ei,
235,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m09er.wav,,er,
236,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m28ah.wav,,ah,
237,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m24uw.wav,,uw,
238,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m45oo.wav,,oo,
239,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m18iy.wav,,iy,
240,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m24ae.wav,,ae,
241,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m40eh.wav,,eh,
242,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m35uh.wav,,uh,
243,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m39aw.wav,,aw,
244,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m23ih.wav,,ih,
245,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m26uw.wav,,uw,
246,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m02oo.wav,,oo,
247,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m47oo.wav,,oo,
248,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m23ei.wav,,ei,
249,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m21ih.wav,,ih,
250,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m37uh.wav,,uh,
251,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m07eh.wav,,eh,
252,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m28oa.wav,,oa,
253,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m42eh.wav,,eh,
254,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m26ae.wav,,ae,
255,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m50oa.wav,,oa,
256,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m27iy.wav,,iy,
257,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m06aw.wav,,aw,
258,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m17ah.wav,,ah,
259,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m36er.wav,,er,
260,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m22aw.wav,,aw,
261,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m38ih.wav,,ih,
262,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m03iy.wav,,iy,
263,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m31oa.wav,,oa,
264,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m33ah.wav,,ah,
265,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m07ei.wav,,ei,
266,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m42ei.wav,,ei,
267,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m02uw.wav,,uw,
268,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m26oo.wav,,oo,
269,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m47uw.wav,,uw,
270,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m47ae.wav,,ae,
271,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m02ae.wav,,ae,
272,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m23eh.wav,,eh,
273,/Users/alejandromartinez/Desktop/COMP_LING/FINAL/audio_files/men/m49oa.wav,,oa,
